OrderID,UserID,ProductID,Quantity,Category,OrderIndex
ORD1169,U017,Fresh_Lettuce,1,fresh vegetables,1
ORD1170,U012,Blue_Cheese,1,packaged cheese,1
ORD1170,U012,Baguette,3,bread,2
ORD1171,U015,Olive_Oil,1,pantry staples,1
ORD1171,U015,Skim_Milk,4,milk,2
ORD1171,U015,Swiss_Cheese,3,packaged cheese,3
ORD1172,U012,Baguette,2,bread,1
ORD1172,U012,Cheddar_Cheese,4,packaged cheese,2
ORD1172,U012,Coconut_Milk,2,milk,3
ORD1173,U008,Fresh_Peaches,1,fresh fruits,1
ORD1173,U008,Low_Fat_Yogurt,2,yogurt,2
ORD1174,U024,Frozen_Pizza,1,frozen foods,1
ORD1174,U024,Lamb_Chops,2,meat counter,2
ORD1174,U024,Fresh_Grapes,4,fresh fruits,3
ORD1174,U024,Flavored_Yogurt,3,yogurt,4
ORD1175,U013,Sourdough_Bread,1,bread,1
ORD1175,U013,Fresh_Lettuce,1,fresh vegetables,2
ORD1175,U013,Turkey_Breast,2,poultry counter,3
ORD1176,U004,Fresh_Lettuce,4,fresh vegetables,1
ORD1177,U027,Frozen_Fish,4,frozen foods,1
ORD1177,U027,Fresh_Oranges,3,fresh fruits,2
ORD1177,U027,White_Bread,2,bread,3
ORD1177,U027,Sugar,4,pantry staples,4
ORD1178,U002,Fresh_Peppers,1,fresh vegetables,1
ORD1178,U002,Frozen_Vegetables,1,frozen foods,2
ORD1179,U015,Blue_Cheese,1,packaged cheese,1
ORD1180,U011,Duck_Breast,1,poultry counter,1
ORD1180,U011,Fresh_Broccoli,1,fresh vegetables,2
ORD1180,U011,Rice,2,pantry staples,3
ORD1180,U011,Sourdough_Bread,3,bread,4
ORD1181,U027,Frozen_Pizza,2,frozen foods,1
ORD1181,U027,Plain_Yogurt,3,yogurt,2
ORD1181,U027,Chicken_Breast,1,poultry counter,3
ORD1181,U027,White_Bread,2,bread,4
ORD1181,U027,Canned_Tomatoes,2,pantry staples,5
ORD1182,U009,White_Bread,2,bread,1
ORD1182,U009,Fresh_Carrots,3,fresh vegetables,2
ORD1182,U009,Blue_Cheese,4,packaged cheese,3
ORD1183,U001,Chicken_Breast,4,poultry counter,1
ORD1183,U001,Sugar,4,pantry staples,2
ORD1183,U001,Flavored_Yogurt,3,yogurt,3
ORD1183,U001,Multigrain_Bread,2,bread,4
ORD1184,U003,Fresh_Strawberries,4,fresh fruits,1
ORD1184,U003,Fresh_Broccoli,3,fresh vegetables,2
ORD1184,U003,Salt,3,pantry staples,3
ORD1184,U003,Coconut_Milk,3,milk,4
ORD1184,U003,Blue_Cheese,1,packaged cheese,5
ORD1185,U005,Fresh_Oranges,4,fresh fruits,1
ORD1185,U005,Greek_Yogurt,4,yogurt,2
ORD1186,U016,Turkey_Breast,3,poultry counter,1
ORD1186,U016,Ribeye_Steak,2,meat counter,2
ORD1187,U015,Mozzarella_Cheese,4,packaged cheese,1
ORD1187,U015,Frozen_Fish,1,frozen foods,2
ORD1187,U015,Fresh_Broccoli,2,fresh vegetables,3
ORD1187,U015,Low_Fat_Yogurt,1,yogurt,4
ORD1188,U021,Frozen_Chicken,4,frozen foods,1
ORD1189,U019,Pasta,4,pantry staples,1
ORD1190,U030,Greek_Yogurt,2,yogurt,1
ORD1190,U030,Turkey_Breast,1,meat counter,2
ORD1190,U030,Frozen_Chicken,3,frozen foods,3
ORD1190,U030,Gouda_Cheese,1,packaged cheese,4
ORD1190,U030,Fresh_Lettuce,3,fresh vegetables,5
ORD1191,U014,Olive_Oil,1,pantry staples,1
ORD1191,U014,Fresh_Apples,2,fresh fruits,2
ORD1191,U014,Frozen_Pizza,2,frozen foods,3
ORD1191,U014,Fresh_Carrots,2,fresh vegetables,4
ORD1192,U015,Gouda_Cheese,1,packaged cheese,1
ORD1193,U024,Sugar,3,pantry staples,1
ORD1193,U024,Ice_Cream,1,frozen foods,2
ORD1194,U001,Ice_Cream,2,frozen foods,1
ORD1194,U001,Fresh_Strawberries,3,fresh fruits,2
ORD1195,U016,Cheddar_Cheese,4,packaged cheese,1
ORD1195,U016,Pork_Chops,4,meat counter,2
ORD1195,U016,Rye_Bread,3,bread,3
ORD1195,U016,Turkey_Breast,4,poultry counter,4
ORD1196,U016,Frozen_Vegetables,2,frozen foods,1
ORD1197,U024,Plain_Yogurt,1,yogurt,1
ORD1197,U024,Rice,2,pantry staples,2
ORD1197,U024,Whole_Chicken,3,poultry counter,3
ORD1198,U014,Fresh_Spinach,1,fresh vegetables,1
ORD1198,U014,Fresh_Grapes,2,fresh fruits,2
ORD1198,U014,Turkey_Breast,2,poultry counter,3
ORD1198,U014,Flavored_Yogurt,2,yogurt,4
ORD1199,U020,Canned_Tomatoes,4,pantry staples,1
ORD1199,U020,Ciabatta,3,bread,2
ORD1199,U020,Fresh_Peaches,2,fresh fruits,3
ORD1199,U020,Fresh_Tomatoes,4,fresh vegetables,4
ORD1199,U020,Ground_Beef,4,meat counter,5
